"Name","Major.capsid","Minor.capsid","Baseplate","Major.tail","Minor.tail","Portal","Tail.fiber","Tail.shaft","Collar","HTJ","Other","Confidence","PhageRBPdetect_prediction","PhageRBDdetect_score","ESM_based_label","ESM_based_fiber_prediction"
"lcl|NC_027293.1_prot_YP_009145701.1_58",0.44,0.76,0.52,0.55,0.49,0.49,1.12,0.12,2.65,0.29,2.58,0.57,0,0.0030868219," other",0
"lcl|NC_027293.1_prot_YP_009145702.1_59",2.35,0.8,0.72,0.9,0.66,0.38,1.17,0.37,0.62,0.49,1.55,0.82,1,0.855581," other",0
"lcl|NC_027293.1_prot_YP_009145703.1_60",0.06,0.19,7.79,0.18,0.19,0.12,0.38,0.54,0.11,0.21,0.21,0.97,0,0.0017732345," baseplate",0
"lcl|NC_027293.1_prot_YP_009145704.1_61",0.52,0.33,0.55,0.29,0.18,0.25,1.15,0.3,0.54,1.23,4.67,0.98,0,0.00029236067," other",0
"lcl|NC_027293.1_prot_YP_009145705.1_62",0.03,0.07,7.69,0.34,0.18,0.05,0.17,0.04,0.16,0.05,1.22,0.97,0,0.0010664733," baseplate",0
"lcl|NC_027293.1_prot_YP_009145706.1_63",0.21,0.66,0.99,2.78,0.36,0.17,0.87,0.29,0.22,1.08,2.37,0.6,0,0.032297533," other",0
"lcl|NC_027293.1_prot_YP_009145707.1_64",0.82,0.43,0.45,0.24,0.71,0.62,0.41,0.3,0.72,1.24,4.06,0.97,0,0.00682043," other",0
"lcl|NC_027293.1_prot_YP_009145708.1_65",0.47,0.9,1.53,2.31,0.4,0.42,1.18,0.35,0.51,1.01,0.91,0.57,0,0.17718758," other",0
"lcl|NC_027293.1_prot_YP_009145709.1_66",0.88,4.85,0.28,0.24,0.41,0.61,0.68,0.15,0.44,0.19,1.27,0.15,0,0.0014625869," other",0
"lcl|NC_027293.1_prot_YP_009145710.1_67",0.05,0.21,0.04,2.97,0.36,0.51,0.11,0.1,0.08,0.09,5.47,0.98,0,7.347263e-05," other",0
"lcl|NC_027293.1_prot_YP_009145711.1_68",0.03,0.24,0.01,0.28,0.27,0.22,0.27,0.15,0.06,0.09,8.37,0.99,0,9.680691e-07," other",0
"lcl|NC_027293.1_prot_YP_009145712.1_69",0.44,0.6,0.79,0.29,2.57,0.39,0.78,0.21,0.21,0.76,2.96,0.96,0,0.00063419255," other",0
"lcl|NC_027293.1_prot_YP_009145713.1_70",0.25,1.09,0.88,0.91,0.61,0.24,0.85,3.91,0.32,0.27,0.68,1,0,0.008167153," shaft",0
"lcl|NC_027293.1_prot_YP_009145714.1_71",0.41,0.42,0.29,0.16,0.36,0.63,0.39,0.29,0.26,2.08,4.71,0.98,0,6.6948065e-05," other",0
"lcl|NC_027293.1_prot_YP_009145715.1_72",0,0.04,0,0,0.03,0.01,0.03,0,0.01,0.02,9.85,1,0,0.00391585," other",0
"lcl|NC_027293.1_prot_YP_009145716.1_73",0.43,0.64,0.12,0.08,0.1,0.72,0.21,0.07,0.32,0.16,7.16,0.99,0,0.0008777225," other",0
"lcl|NC_027293.1_prot_YP_009145717.1_74",0,0.1,0.01,0.01,0.02,0.01,0.05,0.01,0.02,0.06,9.71,1,0,8.734984e-06," other",0
"lcl|NC_027293.1_prot_YP_009145718.1_75",7.06,0.34,0.55,0.36,0.23,0.1,0.14,0.06,0.16,0.13,0.87,0.98,0,1.5116731e-05," major_capsid",0
"lcl|NC_027293.1_prot_YP_009145719.1_76",0.17,0.61,0.39,0.51,0.29,0.81,0.45,0.17,0.41,2.41,3.77,0.97,0,0.00011160508," other",0
"lcl|NC_027293.1_prot_YP_009145720.1_77",0.76,1.95,0.23,0.34,0.27,2.01,0.66,0.29,0.44,0.39,2.66,0.96,0,0.0004951499," other",0
"lcl|NC_027293.1_prot_YP_009145721.1_78",0.19,0.43,0.52,2.85,0.67,0.15,0.92,0.46,0.41,0.15,3.25,0.97,0,0.00050597865," other",0
"lcl|NC_027293.1_prot_YP_009145722.1_79",0.05,0.12,0.11,0.1,0.08,0.07,0.2,0.05,0.06,0.12,9.04,1,0,0.11477578," other",0
"lcl|NC_027293.1_prot_YP_009145723.1_80",0.4,2.1,0.19,0.26,0.33,2.77,0.39,0.22,0.37,0.5,2.46,0.83,0,1.4057044e-05," portal",0
"lcl|NC_027293.1_prot_YP_009145724.1_81",0.32,1.43,0.28,0.35,0.35,2.62,0.56,0.22,0.33,0.51,3.01,0.96,0,4.6491878e-06," other",0
"lcl|NC_027293.1_prot_YP_009145725.1_82",0.12,0.38,0.04,0.22,0.04,0.19,0.1,0.05,0.13,0.12,8.62,1,0,5.1264163e-07," other",0
"lcl|NC_027293.1_prot_YP_009145726.1_83",1.52,2.04,0.62,0.23,0.43,0.34,1.22,0.56,0.41,0.34,2.28,0.96,0,3.1420037e-05," other",0
"lcl|NC_027293.1_prot_YP_009145727.1_84",0,0,0,0,0,0,0,0,0,0,10,1,0,2.5382345e-08," other",0
"lcl|NC_027293.1_prot_YP_009145728.1_85",0.13,0.53,0.31,0.12,0.39,0.41,0.66,0.23,0.33,0.6,6.27,0.98,0,2.463728e-05," other",0
"lcl|NC_027293.1_prot_YP_009145729.1_86",0.62,0.71,0.3,0.56,0.12,0.52,0.25,0.17,0.4,0.32,6.02,0.98,0,1.2015965e-07," other",0
"lcl|NC_027293.1_prot_YP_009145730.1_87",0.08,0.13,0.21,0.05,0.11,0.03,0.08,0.03,0.08,3.76,5.46,0.98,0,3.4649416e-05," other",0
"lcl|NC_027293.1_prot_YP_009145731.1_88",0.17,0.53,0.45,0.8,0.39,0.5,1.1,0.47,0.5,0.64,4.46,0.98,0,0.02174561," other",0
"lcl|NC_027293.1_prot_YP_009145732.1_89",0.05,0.02,0.01,0.03,0.1,0.03,0.34,0.01,0.11,0.43,8.87,1,0,5.3209155e-06," other",0
"lcl|NC_027293.1_prot_YP_009145733.1_90",0.33,0.26,0.25,2.97,0.26,0.21,2.83,0.17,1.5,0.46,0.76,0.62,1,0.7355566," tail_fiber",1
"lcl|NC_027293.1_prot_YP_009145734.1_91",0.42,0.48,0.15,0.14,0.34,0.26,0.37,0.12,0.19,1.46,6.09,0.98,0,9.88717e-07," other",0
"lcl|NC_027293.1_prot_YP_009145735.1_92",0.02,0.38,0.1,0.01,0.04,0.4,0.07,0.02,0.06,0.06,8.84,1,0,8.437657e-06," other",0
"lcl|NC_027293.1_prot_YP_009145736.1_93",0.04,0.19,0.93,0.18,0.49,0.31,0.08,0.03,0.15,0.21,7.37,0.99,0,0.00046994892," other",0
"lcl|NC_027293.1_prot_YP_009145737.1_94",0.06,0.66,0.04,0.01,0.12,0.04,0.16,0.02,0.03,0.15,8.72,1,0,7.45836e-06," other",0
"lcl|NC_027293.1_prot_YP_009145738.1_95",0.08,0.42,0.41,0.47,0.44,0.22,0.35,0.12,0.09,1.49,5.89,0.98,0,4.0895634e-06," other",0
"lcl|NC_027293.1_prot_YP_009145739.1_96",0.02,0.1,0.07,0.02,0.06,0.09,0.06,0.02,0.01,0.06,9.49,1,0,0.00035822636," other",0
"lcl|NC_027293.1_prot_YP_009145740.1_97",0.06,0.41,0.12,0.08,0.16,0.92,0.21,0.08,0.17,0.26,7.51,0.99,0,0.00013280174," other",0
"lcl|NC_027293.1_prot_YP_009145741.1_98",0,0.01,0,0,0,0,0,0,0,0,9.98,1,0,9.604952e-07," other",0
"lcl|NC_027293.1_prot_YP_009145742.1_99",0.02,0.09,0.05,0.05,0.13,0.07,0.1,0.02,0.07,0.15,9.26,1,0,6.5794035e-07," other",0
"lcl|NC_027293.1_prot_YP_009145743.1_100",0.01,0.31,0.02,0.01,0.03,0.02,0.04,0.02,0.01,0.14,9.41,1,0,2.7245442e-06," other",0
"lcl|NC_027293.1_prot_YP_009145744.1_101",0,0.01,0,0,0,0,0.01,0,0,0.01,9.96,1,0,1.0257672e-06," other",0
"lcl|NC_027293.1_prot_YP_009145745.1_102",0.01,0.04,0.04,0.02,0.02,0.01,0.02,0.01,0.02,0.43,9.39,1,0,5.51522e-07," other",0
"lcl|NC_027293.1_prot_YP_009145746.1_103",0.78,0.2,0.11,0.2,0.14,0.28,0.32,0.05,0.29,0.79,6.83,0.98,0,1.809504e-06," other",0
"lcl|NC_027293.1_prot_YP_009145747.1_104",0.03,0.09,0.14,0.07,0.04,0.1,0.08,0.01,0.25,0.33,8.88,1,0,1.2487313e-07," other",0
"lcl|NC_027293.1_prot_YP_009145748.1_105",0,0,0,0,0,0,0,0,0,0,9.99,1,0,0.002991456," other",0
"lcl|NC_027293.1_prot_YP_009145749.1_106",0,0.03,0,0.01,0.02,0.02,0.01,0,0.01,0.01,9.88,1,0,1.1279276e-06," other",0
"lcl|NC_027293.1_prot_YP_009145750.1_107",0.01,0.04,0.11,0.94,0.11,0.04,0.16,0.03,0.12,0.49,7.95,0.99,0,1.0359654e-07," other",0
"lcl|NC_027293.1_prot_YP_009145751.1_108",0.22,0.84,0.21,0.11,0.64,0.23,0.76,0.09,0.19,0.25,6.45,0.98,0,5.025426e-05," other",0
"lcl|NC_027293.1_prot_YP_009145752.1_109",0.06,0.11,0.19,0.07,0.4,0.1,0.19,0.09,0.03,0.27,8.49,0.99,0,1.850067e-05," other",0
"lcl|NC_027293.1_prot_YP_009145753.1_110",0.12,2.31,0.55,0.18,0.38,0.3,0.77,0.11,0.35,1.19,3.75,0.97,0,0.006225433," other",0
"lcl|NC_027293.1_prot_YP_009145754.1_111",0.05,0.24,0.15,0.05,0.09,0.2,0.21,0.03,0.19,5.29,3.5,0.76,0,4.8132136e-08," other",0
"lcl|NC_027293.1_prot_YP_009145755.1_112",0.03,0.82,0.12,0.06,0.11,0.16,0.24,0.08,0.18,1.06,7.16,0.99,0,3.59307e-06," other",0
"lcl|NC_027293.1_prot_YP_009145756.1_113",0.05,0.29,0.12,0.08,0.04,0.13,0.16,0.11,0.12,0.08,8.81,1,0,3.1988266e-06," other",0
"lcl|NC_027293.1_prot_YP_009145757.1_114",0,0.02,0,0,0.02,0.07,0.04,0.01,0.03,0.02,9.79,1,0,2.0344996e-07," other",0
"lcl|NC_027293.1_prot_YP_009145758.1_115",0,0,0,0,0,0.02,0,0,0.01,0,9.97,1,0,0.000256421," other",0
"lcl|NC_027293.1_prot_YP_009145759.1_116",0.06,0.35,0.12,0.05,0.11,0.15,0.3,0.08,0.14,1.4,7.23,0.99,0,6.08417e-05," other",0
"lcl|NC_027293.1_prot_YP_009145760.1_117",0,0,0,0,0,0,0,0,0,0,10,1,0,1.5930307e-06," other",0
"lcl|NC_027293.1_prot_YP_009145761.1_118",0.01,0.1,0.04,0.03,0.14,0.05,0.11,0.02,0.2,0.29,9.01,1,0,2.3383445e-08," other",0
"lcl|NC_027293.1_prot_YP_009145762.1_119",0.14,2.31,0.16,0.1,0.2,1.35,0.41,0.1,0.14,1.97,3.11,0.97,0,3.083772e-08," other",0
"lcl|NC_027293.1_prot_YP_009145763.1_120",0,0.01,0,0,0.01,0.01,0.01,0,0,0.84,9.14,1,0,1.1087233e-06," other",0
"lcl|NC_027293.1_prot_YP_009145764.1_121",0.01,0.07,0.04,0.03,0.02,0.03,0.5,0.01,0.19,0.09,9.02,1,0,2.821169e-07," other",0
"lcl|NC_027293.1_prot_YP_009145765.1_122",0.07,0.4,0.05,0.05,0.08,0.23,0.34,0.07,0.47,0.45,7.78,0.99,0,5.809893e-06," other",0
"lcl|NC_027293.1_prot_YP_009145766.1_123",0.5,3.19,0.3,0.56,0.16,0.38,0.87,0.25,0.46,0.69,2.64,0.09,0,0.018340174," other",0
"lcl|NC_027293.1_prot_YP_009145767.1_124",0.1,0.25,0.11,0.15,0.23,0.29,0.32,0.1,0.15,2.52,5.79,0.98,0,0.00023030308," other",0
"lcl|NC_027293.1_prot_YP_009145768.1_125",0.01,0.16,0.08,0.02,0.05,0.02,0.09,0.02,0.02,0.04,9.5,1,0,9.641371e-08," other",0
"lcl|NC_027293.1_prot_YP_009145769.1_126",0.16,0.4,0.12,0.07,0.15,0.09,0.26,0.12,0.08,0.36,8.19,0.99,0,0.0002032052," other",0
"lcl|NC_005282.1_prot_NP_944777.1_1",0.13,0.58,0.19,0.1,0.24,1.17,0.41,0.23,0.25,0.18,6.51,0.98,0,0.00017289256," other",0
"lcl|NC_005282.1_prot_NP_944778.1_2",0.1,0.49,0.11,0.07,0.1,0.09,0.18,0.11,0.12,0.11,8.51,0.99,0,5.3513013e-05," other",0
"lcl|NC_005282.1_prot_NP_944779.1_3",0,0.08,0.04,0.02,0.04,0.01,0.05,0.01,0.01,0.03,9.72,1,0,5.2917994e-08," other",0
"lcl|NC_005282.1_prot_NP_944782.1_4",0.01,0.11,0.13,0.04,0.1,0.03,0.05,0.02,0.02,0.34,9.15,1,0,0.00020374029," other",0
"lcl|NC_005282.1_prot_NP_944787.1_5",0.68,3.48,0.23,0.4,0.17,0.28,0.85,0.21,0.43,0.89,2.38,0.1,0,0.0019340079," other",0
"lcl|NC_005282.1_prot_NP_944790.1_6",0.12,0.72,0.1,0.1,0.17,0.28,0.28,0.13,0.22,0.52,7.36,0.99,0,2.36173e-06," other",0
"lcl|NC_005282.1_prot_NP_944791.1_7",0.03,0.03,0.07,0.03,0.03,0.01,0.75,0.01,0.3,0.05,8.7,1,0,1.916764e-06," other",0
"lcl|NC_005282.1_prot_NP_944792.1_8",0,0.01,0.01,0,0.01,0.01,0.03,0,0.03,0.22,9.68,1,0,1.0554072e-07," other",0
"lcl|NC_005282.1_prot_NP_944793.2_9",0.05,0.19,0.06,0.06,0.15,0.29,0.18,0.04,0.26,0.27,8.45,0.99,0,1.2344213e-06," other",0
"lcl|NC_005282.1_prot_NP_944795.1_10",0,0.21,0.07,0.09,0.06,0.18,0.08,0.03,0.04,0.07,9.15,1,0,7.487984e-08," other",0
"lcl|NC_005282.1_prot_NP_944797.1_11",0,0.01,0,0,0.01,0.03,0.04,0.02,0.01,0.01,9.86,1,0,2.2443035e-05," other",0
"lcl|NC_005282.1_prot_NP_944800.1_12",0,0,0,0,0,0,0,0,0,0,10,1,0,1.13717036e-07," other",0
"lcl|NC_005282.1_prot_NP_944801.1_13",0.04,0.29,0.05,0.05,0.05,0.14,0.12,0.04,0.12,0.21,8.9,1,0,0.00012921888," other",0
"lcl|NC_005282.1_prot_NP_944806.1_14",0,0.03,0,0,0,0.03,0.02,0,0.01,0.03,9.88,1,0,2.9158839e-05," other",0
"lcl|NC_005282.1_prot_NP_944808.1_15",0.01,0.3,0.01,0.01,0.04,0.21,0.05,0.01,0.02,0.05,9.3,1,0,7.484463e-07," other",0
"lcl|NC_005282.1_prot_NP_944810.1_16",0.07,0.27,0.13,0.21,0.12,0.1,0.22,1.16,0.16,0.03,7.54,0.99,0,6.816281e-07," other",0
"lcl|NC_005282.1_prot_NP_944811.1_17",0.05,2.68,0.19,0.06,0.14,0.31,0.12,0.03,0.06,0.44,5.92,0.98,0,1.1515579e-06," other",0
"lcl|NC_005282.1_prot_NP_944813.1_18",0.01,0.32,0.07,0.01,0.1,0.05,0.1,0.01,0.03,0.23,9.07,1,0,1.4387498e-05," other",0
"lcl|NC_005282.1_prot_NP_944817.1_19",0.08,0.09,0.24,0.09,0.71,0.09,0.21,0.21,0.03,0.57,7.68,0.99,0,5.048872e-05," other",0
"lcl|NC_005282.1_prot_NP_944820.1_20",0.01,0.34,0.02,0.01,0.17,0.18,0.09,0.03,0.01,0.1,9.03,1,0,2.1733245e-05," other",0
"lcl|NC_005282.1_prot_NP_944822.1_21",0.06,0.32,0.05,0.04,0.2,0.32,0.17,0.08,0.22,0.19,8.34,0.99,0,0.0019509019," other",0
"lcl|NC_005282.1_prot_NP_944825.1_22",0.05,0.15,0.05,0.26,0.16,2.07,0.71,0.05,0.09,0.3,6.09,0.98,0,2.5524784e-08," other",0
"lcl|NC_005282.1_prot_NP_944826.2_23",0.03,0.23,0.08,0.06,0.1,0.19,0.17,0.07,0.26,0.78,8.03,0.99,0,1.8197211e-06," other",0
"lcl|NC_005282.1_prot_NP_944827.1_24",0,0.03,0,0.01,0,0.02,0.01,0,0,0.01,9.92,1,0,1.0185206e-05," other",0
"lcl|NC_005282.1_prot_NP_944828.1_25",0.09,0.09,0.08,0.03,0.08,0.04,0.22,0.03,0.05,0.04,9.26,1,0,3.8487465e-06," other",0
"lcl|NC_005282.1_prot_NP_944829.2_26",0,0,0,0,0,0,0.01,0,0,0.01,9.98,1,0,7.373113e-06," other",0
"lcl|NC_005282.1_prot_NP_944832.1_27",0,0,0,0,0,0,0,0,0,0,10,1,0,5.0521874e-07," other",0
"lcl|NC_005282.1_prot_NP_944833.1_28",0.01,0.09,0.02,0.07,0.01,0.2,0.23,0.02,0.06,0.06,9.23,1,0,0.0002355332," other",0
"lcl|NC_005282.1_prot_NP_944836.1_29",0.01,0.05,0.04,0.02,0.02,0.04,0.05,0.02,0.03,0.02,9.72,1,0,0.0011292703," other",0
"lcl|NC_005282.1_prot_NP_944838.1_30",0.01,0.15,0.03,0.02,0.06,0.05,0.06,0.03,0.01,0.33,9.25,1,0,6.9220237e-06," other",0
"lcl|NC_005282.1_prot_NP_944840.1_31",0,0.04,0,0,0,0.01,0.01,0,0.01,0.01,9.92,1,0,4.4680887e-06," other",0
"lcl|NC_005282.1_prot_NP_944842.1_32",0.01,0.17,0.29,0.13,0.04,1.31,0.05,0,0.19,0.44,7.35,0.99,0,1.9752184e-05," other",0
"lcl|NC_005282.1_prot_NP_944844.1_33",0.02,0.16,0.1,0.08,0.03,0.16,0.06,0.33,0.04,0.1,8.93,1,0,1.2963686e-05," other",0
"lcl|NC_005282.1_prot_NP_944846.1_34",0.33,0.56,0.13,0.16,0.2,0.48,0.59,0.14,0.26,1.25,5.88,0.98,0,1.2447723e-06," other",0
"lcl|NC_005282.1_prot_NP_944848.1_35",0.68,0.28,0.31,5.08,0.18,0.17,0.87,0.15,0.62,0.93,0.73,0.83,0,0.003944335," tail_fiber",1
"lcl|NC_005282.1_prot_NP_944851.1_36",0.04,0.01,0,0,0.02,0.02,0.17,0,0.01,0.07,9.67,1,0,4.7779536e-06," other",0
"lcl|NC_005282.1_prot_NP_944853.1_37",0.06,0.96,0.15,0.29,0.26,0.19,0.8,0.08,0.19,0.3,6.72,0.98,0,0.0013631306," other",0
"lcl|NC_005282.1_prot_NP_944854.1_38",0.03,0.09,0.13,0.07,0.09,0.02,0.08,0.02,0.04,1.58,7.84,0.99,0,1.435128e-06," other",0
"lcl|NC_005282.1_prot_YP_001504372.1_39",0,0,0,0,0,0,0,0,0,0,10,1,0,9.680436e-06," other",0
"lcl|NC_005282.1_prot_NP_944856.1_40",0.62,1.36,0.53,0.55,0.19,0.27,0.47,0.2,0.56,0.31,4.94,0.98,0,1.1624063e-06," other",0
"lcl|NC_005282.1_prot_NP_944857.1_41",0.32,0.49,0.35,0.12,0.31,0.24,0.38,0.19,0.42,0.6,6.59,0.98,0,4.478627e-05," other",0
"lcl|NC_005282.1_prot_NP_944863.2_42",0,0,0,0,0,0,0,0,0,0,10,1,0,3.1359917e-09," other",0
"lcl|NC_005282.1_prot_NP_944866.1_43",0,0,0,0,0,0,0,0,0,0,10,1,0,3.389246e-08," other",0
"lcl|NC_005282.1_prot_NP_944868.1_44",0,0.01,0,0,0,0,0,0,0,0,9.98,1,0,2.9201417e-06," other",0
"lcl|NC_005282.1_prot_NP_944871.1_45",0,0,0,0,0,0,0,0,0,0,10,1,0,1.4537225e-07," other",0
"lcl|NC_005282.1_prot_NP_944875.1_46",0,0.02,0.01,0,0.07,0.02,0.05,0,0.02,0.05,9.75,1,0,9.7079e-07," other",0
"lcl|NC_005282.1_prot_NP_944879.1_47",0.63,5.18,0.29,0.13,0.32,0.52,0.8,0.2,0.21,0.23,1.49,0.17,0,1.989395e-06," other",0
"lcl|NC_005282.1_prot_NP_944882.1_48",0.03,0.75,0.05,0.03,0.02,0.12,0.03,0.01,0.01,0.28,8.66,1,0,0.00018792496," other",0
"lcl|NC_005282.1_prot_NP_944884.1_49",0.18,0.95,0.34,0.22,0.32,4.51,0.36,0.17,0.24,0.39,2.32,0.9,0,5.606948e-06," other",0
"lcl|NC_005282.1_prot_NP_944885.2_50",0.32,1.92,0.25,0.28,0.34,3.69,0.38,0.28,0.39,0.39,1.76,0.87,0,1.3898273e-05," portal",0
"lcl|NC_005282.1_prot_NP_944886.1_51",0.05,0.27,0.15,0.11,0.12,0.06,0.18,0.06,0.06,0.13,8.8,1,0,0.014507055," other",0
"lcl|NC_005282.1_prot_NP_944887.1_52",0.15,0.25,1.26,1.8,0.67,0.09,1.07,0.19,0.33,0.22,3.97,0.97,0,0.00030837746," other",0
"lcl|NC_005282.1_prot_NP_944888.1_53",1.12,1.17,0.14,0.25,0.23,2.75,0.43,0.21,0.34,0.29,3.08,0.97,0,0.0002147157," other",0
"lcl|NC_005282.1_prot_NP_944890.1_54",0.13,0.57,0.63,1.51,0.22,0.47,0.38,0.15,0.29,0.95,4.69,0.98,0,1.105442e-05," other",0
"lcl|NC_005282.1_prot_NP_944891.1_55",8.21,0.11,0.3,0.11,0.21,0.06,0.05,0.03,0.05,0.1,0.77,0.99,0,2.787254e-05," major_capsid",0
"lcl|NC_005282.1_prot_NP_944892.1_56",0.01,0.13,0.04,0.02,0.02,0.03,0.11,0.01,0.05,0.11,9.47,1,0,2.4937654e-06," other",0
"lcl|NC_005282.1_prot_NP_944893.1_57",0.25,1.28,0.13,0.08,0.13,1.13,0.27,0.11,0.33,0.23,6.05,0.98,0,0.0008782457," other",0
"lcl|NC_005282.1_prot_NP_944894.1_58",0,0.13,0.01,0,0.05,0.02,0.05,0.01,0.01,0.04,9.67,1,0,0.0002810956," other",0
"lcl|NC_005282.1_prot_NP_944895.1_59",0.31,0.33,0.21,0.11,0.26,0.48,0.3,0.18,0.18,1.84,5.8,0.98,0,0.00020690524," other",0
"lcl|NC_005282.1_prot_NP_944896.1_60",0.34,0.75,0.58,0.51,0.44,0.26,0.82,4.79,0.48,0.38,0.66,1,0,0.0037714771," shaft",0
"lcl|NC_005282.1_prot_NP_944897.1_61",0.37,0.6,1.01,0.35,2.34,0.32,0.85,0.2,0.25,0.61,3.1,0.97,0,0.00017332271," other",0
"lcl|NC_005282.1_prot_NP_944899.1_62",0.1,0.24,0.08,0.1,0.59,0.45,0.26,0.1,0.1,0.27,7.72,0.99,0,9.32287e-06," other",0
"lcl|NC_005282.1_prot_NP_944900.1_63",0.03,0.07,0.02,0.14,0.04,0.52,0.02,0.01,0.05,0.1,9,1,0,1.507591e-07," other",0
"lcl|NC_005282.1_prot_NP_944901.1_64",0.87,3.72,0.5,0.35,0.65,0.68,0.66,0.25,0.82,0.27,1.24,0.11,0,0.0010015897," other",0
"lcl|NC_005282.1_prot_NP_944906.1_65",0.59,0.51,0.69,3.42,0.61,0.29,1.46,0.26,0.71,0.46,0.99,0.67,0,0.017994946," other",0
"lcl|NC_005282.1_prot_NP_944909.1_66",0.36,0.6,0.24,0.12,0.16,1.25,0.18,0.13,0.52,0.94,5.5,0.98,0,0.0033860288," other",0
"lcl|NC_005282.1_prot_NP_944910.1_67",0.26,0.64,0.39,2.9,0.5,0.25,0.98,0.32,0.24,1.02,2.5,0.61,0,0.010406084," other",0
"lcl|NC_005282.1_prot_NP_944912.1_68",0.03,0.04,8.07,0.08,0.21,0.1,0.06,0.01,0.03,0.13,1.24,0.97,0,0.0019206647," baseplate",0
"lcl|NC_005282.1_prot_NP_944914.1_69",0.82,0.62,0.75,0.39,0.29,0.41,2.08,0.23,1.12,0.83,2.46,0.96,0,8.3348474e-05," other",0
"lcl|NC_005282.1_prot_NP_944915.1_70",0.07,0.09,8.58,0.04,0.08,0.08,0.2,0.6,0.06,0.08,0.11,0.98,0,0.0018727578," baseplate",0
"lcl|NC_005282.1_prot_NP_944918.1_71",2.02,1.42,0.5,1.2,0.45,0.33,0.88,0.34,0.59,0.52,1.76,0.81,0,0.035205," other",0
"lcl|NC_005282.1_prot_NP_944920.1_72",0.34,0.37,0.21,0.35,0.45,0.39,1.42,0.16,3.91,0.2,2.18,0.76,0,0.003397376," other",0
"lcl|NC_005282.1_prot_NP_944921.1_73",0,0.01,0,0,0.01,0,8.89,0,1.08,0,0.01,0.94,1,0.99958724," tail_fiber",1
"lcl|NC_005282.1_prot_NP_944923.1_74",0,0.02,0.02,0.01,0.08,0.01,9.28,0,0.56,0,0.02,0.96,1,0.9999045," tail_fiber",1
"lcl|NC_005282.1_prot_NP_944925.1_75",0.01,0.15,0.07,0.05,0.16,0.06,0.06,0.01,0.03,0.13,9.28,1,0,3.119615e-07," other",0
"lcl|NC_005282.1_prot_NP_944927.1_76",0.05,2.53,0.2,0.06,0.08,0.99,0.49,0.05,0.12,0.23,5.2,0.98,0,3.1221556e-05," other",0
"lcl|NC_005282.1_prot_NP_944928.1_77",0.48,0.92,0.18,0.31,0.4,0.86,0.88,0.21,0.17,0.71,4.88,0.98,0,7.505481e-06," other",0
"lcl|NC_005282.1_prot_NP_944929.1_78",0.52,0.29,0.12,0.72,0.39,0.1,0.16,0.07,0.25,0.39,6.99,0.99,0,4.7879794e-06," other",0
"lcl|NC_005282.1_prot_NP_944930.1_79",0,0,0,0,0,0,0,0,0,0,10,1,0,2.2782021e-06," other",0
"lcl|NC_005282.1_prot_NP_944932.1_80",0.02,0.04,0.01,0.02,0.07,0.04,0.04,0,0.03,0.08,9.66,1,0,0.00023930028," other",0
"lcl|NC_005282.1_prot_NP_944933.1_81",0.05,0.91,0.13,0.04,0.03,0.05,0.1,0.04,0.09,0.14,8.41,0.99,0,8.1950816e-07," other",0
"lcl|NC_005282.1_prot_NP_944934.1_82",0,0.37,0.01,0,0.04,0.1,0.04,0,0,0.04,9.39,1,0,1.350797e-06," other",0
"lcl|NC_005282.1_prot_NP_944937.1_83",0,0.06,0,0,0,0.02,0.01,0,0.01,0.21,9.69,1,0,1.3896273e-05," other",0
"lcl|NC_005282.1_prot_NP_944938.1_84",0.08,0.36,0.19,0.1,0.18,0.09,0.12,0.06,0.1,1.04,7.67,0.99,0,7.820369e-06," other",0
"lcl|NC_005282.1_prot_NP_944942.1_85",0.04,0.26,0.04,0.17,0.16,0.07,0.21,0.02,0.04,0.18,8.82,1,0,3.4398496e-07," other",0
"lcl|NC_005282.1_prot_NP_944945.1_86",0,0,0,0,0,0,0,0,0,0,10,1,0,4.83598e-08," other",0
"lcl|NC_005282.1_prot_NP_944947.1_87",0.09,0.39,0.39,0.26,0.47,0.2,0.39,0.05,0.06,0.2,7.49,0.99,0,7.928234e-06," other",0
"lcl|NC_005282.1_prot_NP_944949.1_88",0.02,0.15,0.03,0.07,0.1,0.24,0.1,0.01,0.24,0.06,8.97,1,0,1.3847451e-06," other",0
"lcl|NC_005282.1_prot_YP_001504373.1_89",0,0,0,0,0.01,0,0,0,0.04,0.06,9.88,1,0,1.1933172e-07," other",0
"lcl|NC_005282.1_prot_NP_944952.2_90",0,0.13,0.01,0,0.02,0.04,0.06,0.01,0,0.02,9.71,1,0,6.09549e-07," other",0
"lcl|NC_005282.1_prot_NP_944953.1_91",0.01,0.12,0.02,0,0.04,0.61,0.02,0,0.08,0.02,9.08,1,0,6.4265537e-06," other",0
"lcl|NC_005282.1_prot_NP_944955.1_92",0.02,0.19,0.02,0.02,0.03,0.09,0.09,0.01,0.04,0.58,8.9,1,0,1.6432194e-06," other",0
"lcl|NC_005282.1_prot_NP_944958.1_93",0.04,0.31,0.04,0.09,0.2,0.22,0.17,0.05,0.05,0.11,8.72,1,0,8.6199134e-07," other",0
"lcl|NC_005282.1_prot_NP_944959.1_94",0,0.1,0.01,0,0.02,0.01,0.02,0,0.02,0.1,9.7,1,0,3.1812392e-06," other",0
